time_s,target_kmh,meas_kmh,cmd
34.9013,60.0000,57.3474,0.4779
34.9509,60.0000,57.3474,0.4779
35.0006,60.0000,57.3474,0.4779
35.0507,60.0000,57.3474,0.4779
35.1008,60.0000,57.3474,0.4779
35.1504,60.0000,57.3474,0.4779
35.2008,60.0000,57.3474,0.4779
35.2508,60.0000,57.3474,0.4779
35.3004,60.0000,57.3474,0.4779
35.3508,60.0000,57.3474,0.4779
35.4005,60.0000,57.3474,0.4779
35.4509,60.0000,57.3474,0.4779
35.5009,60.0000,57.3474,0.4779
35.5509,60.0000,57.3474,0.4779
35.6009,60.0000,57.3474,0.4779
35.6509,60.0000,57.3474,0.4779
35.7008,60.0000,57.3474,0.4779
35.7504,60.0000,57.3474,0.4779
35.8009,60.0000,57.3474,0.4779
35.8509,60.0000,57.3474,0.4779
35.9009,60.0000,57.3474,0.4779
35.9509,60.0000,57.3474,0.4779
36.0009,60.0000,57.3474,0.4779
36.0508,60.0000,57.3474,0.4779
36.1008,60.0000,57.3474,0.4779
36.1509,60.0000,57.3474,0.4779
36.2009,60.0000,57.3474,0.4779
36.2508,60.0000,57.3474,0.4779
36.3004,60.0000,57.3474,0.4779
36.3509,60.0000,57.3474,0.4779
36.4009,60.0000,57.3474,0.4779
36.4509,60.0000,57.3474,0.4779
36.5009,60.0000,57.3474,0.4779
36.5509,60.0000,57.3474,0.4779
36.6008,60.0000,57.3474,0.4779
36.6506,60.0000,57.3474,0.4779
36.7005,60.0000,57.3474,0.4779
36.7505,60.0000,57.3474,0.4779
36.8005,60.0000,57.3474,0.4779
36.8509,60.0000,57.3474,0.4779
36.9005,60.0000,57.3474,0.4779
36.9504,60.0000,57.3474,0.4779
37.0005,60.0000,57.3474,0.4779
37.0506,60.0000,57.3474,0.4779
37.1009,60.0000,57.3474,0.4779
37.1507,60.0000,57.3474,0.4779
37.2009,60.0000,57.3474,0.4779
37.2505,60.0000,57.3474,0.4779
37.3004,60.0000,57.3474,0.4779
37.3510,60.0000,57.3474,0.4779
37.4007,60.0000,57.3474,0.4779
37.4505,60.0000,57.3474,0.4779
37.5004,60.0000,57.3474,0.4779
37.5504,60.0000,57.3474,0.4779
37.6005,60.0000,57.3474,0.4779
37.6504,60.0000,57.3474,0.4779
37.7005,60.0000,57.3474,0.4779
37.7505,60.0000,57.3474,0.4779
37.8009,60.0000,57.3474,0.4779
37.8505,60.0000,57.3474,0.4779
37.9005,60.0000,57.3474,0.4779
37.9506,60.0000,57.3474,0.4779
38.0005,60.0000,57.3474,0.4779
38.0516,60.0000,57.3474,0.4779
38.1005,60.0000,57.3474,0.4779
38.1504,60.0000,57.3474,0.4779
38.2005,60.0000,57.3474,0.4779
38.2508,60.0000,57.3474,0.4779
38.3005,60.0000,57.3474,0.4779
38.3505,60.0000,57.3474,0.4779
38.4005,60.0000,57.3474,0.4779
38.4505,60.0000,57.3474,0.4779
38.5006,60.0000,57.3474,0.4779
38.5509,60.0000,57.3474,0.4779
38.6009,60.0000,57.3474,0.4779
38.6508,60.0000,57.3474,0.4779
38.7004,60.0000,57.3474,0.4779
38.7505,60.0000,57.3474,0.4779
38.8009,60.0000,57.3474,0.4779
38.8509,60.0000,57.3474,0.4779
38.9008,60.0000,57.3474,0.4779
38.9508,60.0000,57.3474,0.4779
39.0005,60.0000,57.3474,0.4779
39.0507,60.0000,57.3474,0.4779
39.1007,60.0000,57.3474,0.4779
39.1511,60.0000,57.3474,0.4779
39.2009,60.0000,57.3474,0.4779
39.2511,60.0000,57.3474,0.4779
39.3004,60.0000,57.3474,0.4779
39.3510,60.0000,57.3474,0.4779
39.4008,60.0000,57.3474,0.4779
39.4506,60.0000,57.3474,0.4779
39.5013,60.0000,57.3474,0.4779
39.5507,60.0000,57.3474,0.4779
39.6007,60.0000,57.3474,0.4779
39.6509,60.0000,57.3474,0.4779
39.7009,60.0000,57.3474,0.4779
39.7508,60.0000,57.3474,0.4779
39.8004,60.0000,57.3474,0.4779
39.8509,60.0000,57.3474,0.4779
39.9009,60.0000,57.3474,0.4779
39.9509,60.0000,57.3474,0.4779
40.0009,60.0000,57.3474,0.4779
40.0509,60.0000,57.3474,0.4779
40.1008,60.0000,57.3474,0.4779
40.1509,60.0000,57.3474,0.4779
40.2009,60.0000,57.3474,0.4779
40.2509,60.0000,57.3474,0.4779
40.3009,60.0000,57.3474,0.4779
40.3509,60.0000,57.3474,0.4779
40.4009,60.0000,57.3474,0.4779
40.4509,60.0000,57.3474,0.4779
40.5009,60.0000,57.3474,0.4779
40.5509,60.0000,57.3474,0.4779
40.6009,60.0000,57.3474,0.4779
40.6509,60.0000,57.3474,0.4779
40.7009,60.0000,57.3474,0.4779
40.7509,60.0000,57.3474,0.4779
40.8009,60.0000,57.3474,0.4779
40.8509,60.0000,57.3474,0.4779
40.9009,60.0000,57.3474,0.4779
40.9504,60.0000,57.3474,0.4779
41.0006,60.0000,57.3474,0.4779
41.0505,60.0000,57.3474,0.4779
41.1005,60.0000,57.3474,0.4779
41.1504,60.0000,57.3474,0.4779
41.2004,60.0000,57.3474,0.4779
41.2504,60.0000,57.3474,0.4779
41.3004,60.0000,57.3474,0.4779
41.3505,60.0000,57.3474,0.4779
41.4005,60.0000,57.3474,0.4779
41.4505,60.0000,57.3474,0.4779
41.5004,60.0000,57.3474,0.4779
41.5504,60.0000,57.3474,0.4779
41.6005,60.0000,57.3474,0.4779
41.6506,60.0000,57.3474,0.4779
41.7004,60.0000,57.3474,0.4779
41.7505,60.0000,57.3474,0.4779
41.8005,60.0000,57.3474,0.4779
41.8505,60.0000,57.3474,0.4779
41.9005,60.0000,57.3474,0.4779
41.9506,60.0000,57.3474,0.4779
42.0004,60.0000,57.3474,0.4779
42.0506,60.0000,57.3474,0.4779
42.1004,60.0000,57.3474,0.4779
42.1504,60.0000,57.3474,0.4779
42.2007,60.0000,57.3474,0.4779
42.2507,60.0000,57.3474,0.4779
42.3004,60.0000,57.3474,0.4779
42.3508,60.0000,57.3474,0.4779
42.4009,60.0000,57.3474,0.4779
42.4505,60.0000,57.3474,0.4779
42.5009,60.0000,57.3474,0.4779
42.5509,60.0000,57.3474,0.4779
42.6009,60.0000,57.3474,0.4779
42.6509,60.0000,57.3474,0.4779
42.7008,60.0000,57.3474,0.4779
42.7508,60.0000,57.3474,0.4779
42.8005,60.0000,57.3474,0.4779
42.8507,60.0000,57.3474,0.4779
42.9004,60.0000,57.3474,0.4779
42.9509,60.0000,57.3474,0.4779
43.0009,60.0000,57.3474,0.4779
43.0509,60.0000,57.3474,0.4779
43.1008,60.0000,57.3474,0.4779
43.1508,60.0000,57.3474,0.4779
43.2009,60.0000,57.3474,0.4779
43.2509,60.0000,57.3474,0.4779
43.3009,60.0000,57.3474,0.4779
43.3509,60.0000,57.3474,0.4779
43.4009,60.0000,57.3474,0.4779
43.4509,60.0000,57.3474,0.4779
43.5009,60.0000,57.3474,0.4779
43.5509,60.0000,57.3474,0.4779
43.6009,60.0000,57.3474,0.4779
43.6507,60.0000,57.3474,0.4779
43.7009,60.0000,57.3474,0.4779
43.7509,60.0000,57.3474,0.4779
43.8009,60.0000,57.3474,0.4779
43.8509,60.0000,57.3474,0.4779
43.9009,60.0000,57.3474,0.4779
43.9509,60.0000,57.3474,0.4779
44.0009,60.0000,57.3474,0.4779
44.0509,60.0000,57.3474,0.4779
44.1009,60.0000,57.3474,0.4779
44.1509,60.0000,57.3474,0.4779
44.2009,60.0000,57.3474,0.4779
44.2509,60.0000,57.3474,0.4779
44.3009,60.0000,57.3474,0.4779
44.3508,60.0000,57.3474,0.4779
44.4009,60.0000,57.3474,0.4779
44.4509,60.0000,57.3474,0.4779
44.5009,60.0000,57.3474,0.4779
44.5509,60.0000,57.3474,0.4779
44.6009,60.0000,57.3474,0.4779
44.6509,60.0000,57.3474,0.4779
44.7009,60.0000,57.3474,0.4779
44.7510,60.0000,57.3474,0.4779
44.8005,60.0000,57.3474,0.4779
44.8508,60.0000,57.3474,0.4779
44.9008,60.0000,57.3474,0.4779
44.9508,60.0000,57.3474,0.4779
45.0008,60.0000,57.3474,0.4779
45.0508,60.0000,57.3474,0.4779
45.1008,60.0000,57.3474,0.4779
45.1504,60.0000,57.3474,0.4779
45.2009,60.0000,57.3474,0.4779
45.2509,60.0000,57.3474,0.4779
45.3005,60.0000,57.3474,0.4779
45.3508,60.0000,57.3474,0.4779
45.4009,60.0000,57.3474,0.4779
45.4509,60.0000,57.3474,0.4779
45.5009,60.0000,57.3474,0.4779
45.5509,60.0000,57.3474,0.4779
45.6009,60.0000,57.3474,0.4779
45.6509,60.0000,57.3474,0.4779
45.7009,60.0000,57.3474,0.4779
45.7509,60.0000,57.3474,0.4779
45.8008,60.0000,57.3474,0.4779
45.8509,60.0000,57.3474,0.4779
45.9009,60.0000,57.3474,0.4779
45.9509,60.0000,57.3474,0.4779
46.0009,60.0000,57.3474,0.4779
46.0509,60.0000,57.3474,0.4779
46.1008,60.0000,57.3474,0.4779
46.1509,60.0000,57.3474,0.4779
46.2009,60.0000,57.3474,0.4779
46.2509,60.0000,57.3474,0.4779
46.3009,60.0000,57.3474,0.4779
46.3509,60.0000,57.3474,0.4779
46.4009,60.0000,57.3474,0.4779
46.4509,60.0000,57.3474,0.4779
46.5009,60.0000,57.3474,0.4779
46.5509,60.0000,57.3474,0.4779
46.6009,60.0000,57.3474,0.4779
46.6509,60.0000,57.3474,0.4779
46.7007,60.0000,57.3474,0.4779
46.7504,60.0000,57.3474,0.4779
46.8005,60.0000,57.3474,0.4779
46.8508,60.0000,57.3474,0.4779
46.9009,60.0000,57.3474,0.4779
46.9508,60.0000,57.3474,0.4779
47.0008,60.0000,57.3474,0.4779
47.0506,60.0000,57.3474,0.4779
47.1004,60.0000,57.3474,0.4779
47.1505,60.0000,57.3474,0.4779
47.2005,60.0000,57.3474,0.4779
47.2505,60.0000,57.3474,0.4779
47.3006,60.0000,57.3474,0.4779
47.3506,60.0000,57.3474,0.4779
47.4008,60.0000,57.3474,0.4779
47.4509,60.0000,57.3474,0.4779
47.5004,60.0000,57.3474,0.4779
47.5506,60.0000,57.3474,0.4779
47.6006,60.0000,57.3474,0.4779
47.6509,60.0000,57.3474,0.4779
47.7009,60.0000,57.3474,0.4779
47.7509,60.0000,57.3474,0.4779
47.8004,60.0000,57.3474,0.4779
47.8505,60.0000,57.3474,0.4779
47.9004,60.0000,57.3474,0.4779
47.9504,60.0000,57.3474,0.4779
48.0009,60.0000,57.3474,0.4779
48.0506,60.0000,57.3474,0.4779
48.1004,60.0000,57.3474,0.4779
48.1504,60.0000,57.3474,0.4779
48.2009,60.0000,57.3474,0.4779
48.2509,60.0000,57.3474,0.4779
48.3005,60.0000,57.3474,0.4779
48.3505,60.0000,57.3474,0.4779
48.4006,60.0000,57.3474,0.4779
48.4508,60.0000,57.3474,0.4779
48.5009,60.0000,57.3474,0.4779
48.5508,60.0000,57.3474,0.4779
48.6010,60.0000,57.3474,0.4779
48.6505,60.0000,57.3474,0.4779
48.7010,60.0000,57.3474,0.4779
48.7508,60.0000,57.3474,0.4779
48.8008,60.0000,57.3474,0.4779
48.8505,60.0000,57.3474,0.4779
48.9006,60.0000,57.3474,0.4779
48.9504,60.0000,57.3474,0.4779
49.0009,60.0000,57.3474,0.4779
49.0508,60.0000,57.3474,0.4779
49.1008,60.0000,57.3474,0.4779
49.1508,60.0000,57.3474,0.4779
49.2008,60.0000,57.3474,0.4779
49.2509,60.0000,57.3474,0.4779
49.3009,60.0000,57.3474,0.4779
49.3509,60.0000,57.3474,0.4779
49.4009,60.0000,57.3474,0.4779
49.4509,60.0000,57.3474,0.4779
49.5008,60.0000,57.3474,0.4779
49.5509,60.0000,57.3474,0.4779
49.6009,60.0000,57.3474,0.4779
49.6509,60.0000,57.3474,0.4779
49.7009,60.0000,57.3474,0.4779
49.7509,60.0000,57.3474,0.4779
49.8005,60.0000,57.3474,0.4779
49.8508,60.0000,57.3474,0.4779
49.9009,60.0000,57.3474,0.4779
49.9509,60.0000,57.3474,0.4779
50.0008,60.0000,57.3474,0.4779
50.0504,60.0000,57.3474,0.4779
50.1008,60.0000,57.3474,0.4779
50.1509,60.0000,57.3474,0.4779
50.2005,60.0000,57.3474,0.4779
50.2509,60.0000,57.3474,0.4779
50.3009,60.0000,57.3474,0.4779
50.3509,60.0000,57.3474,0.4779
50.4009,60.0000,57.3474,0.4779
50.4509,60.0000,57.3474,0.4779
50.5005,60.0000,57.3474,0.4779
50.5508,60.0000,57.3474,0.4779
50.6011,60.0000,57.3474,0.4779
50.6510,60.0000,57.3474,0.4779
50.7008,60.0000,57.3474,0.4779
50.7506,60.0000,57.3474,0.4779
50.8004,60.0000,57.3474,0.4779
50.8509,60.0000,57.3474,0.4779
50.9009,60.0000,57.3474,0.4779
50.9506,60.0000,57.3474,0.4779
51.0005,60.0000,57.3474,0.4779
51.0507,60.0000,57.3474,0.4779
51.1004,60.0000,57.3474,0.4779
51.1504,60.0000,57.3474,0.4779
51.2008,60.0000,57.3474,0.4779
51.2509,60.0000,57.3474,0.4779
51.3004,60.0000,57.3474,0.4779
51.3509,60.0000,57.3474,0.4779
51.4009,60.0000,57.3474,0.4779
51.4509,60.0000,57.3474,0.4779
51.5005,60.0000,57.3474,0.4779
51.5505,60.0000,57.3474,0.4779
51.6005,60.0000,57.3474,0.4779
51.6509,60.0000,57.3474,0.4779
51.7008,60.0000,57.3474,0.4779
51.7509,60.0000,57.3474,0.4779
51.8009,60.0000,57.3474,0.4779
51.8505,60.0000,57.3474,0.4779
51.9009,60.0000,57.3474,0.4779
51.9509,60.0000,57.3474,0.4779
52.0008,60.0000,57.3474,0.4779
52.0509,60.0000,57.3474,0.4779
52.1009,60.0000,57.3474,0.4779
52.1509,60.0000,57.3474,0.4779
52.2009,60.0000,57.3474,0.4779
52.2505,60.0000,57.3474,0.4779
52.3004,60.0000,57.3474,0.4779
52.3508,60.0000,57.3474,0.4779
52.4004,60.0000,57.3474,0.4779
52.4509,60.0000,57.3474,0.4779
52.5009,60.0000,57.3474,0.4779
52.5505,60.0000,57.3474,0.4779
52.6007,60.0000,57.3474,0.4779
52.6509,60.0000,57.3474,0.4779
52.7009,60.0000,57.3474,0.4779
52.7509,60.0000,57.3474,0.4779
52.8008,60.0000,57.3474,0.4779
52.8509,60.0000,57.3474,0.4779
52.9004,60.0000,57.3474,0.4779
52.9509,60.0000,57.3474,0.4779
53.0009,60.0000,57.3474,0.4779
53.0515,60.0000,57.3474,0.4779
53.1009,60.0000,57.3474,0.4779
53.1509,60.0000,57.3474,0.4779
53.2009,60.0000,57.3474,0.4779
53.2504,60.0000,57.3474,0.4779
53.3017,60.0000,57.3474,0.4779
53.3508,60.0000,57.3474,0.4779
53.4018,60.0000,57.3474,0.4779
53.4505,60.0000,57.3474,0.4779
53.5006,60.0000,57.3474,0.4779
53.5508,60.0000,57.3474,0.4779
53.6009,60.0000,57.3474,0.4779
53.6508,60.0000,57.3474,0.4779
53.7009,60.0000,57.3474,0.4779
53.7522,60.0000,57.3474,0.4779
53.8007,60.0000,57.3474,0.4779
53.8505,60.0000,57.3474,0.4779
53.9010,60.0000,57.3474,0.4779
53.9506,60.0000,57.3474,0.4779
54.0006,60.0000,57.3474,0.4779
54.0506,60.0000,57.3474,0.4779
54.1005,60.0000,57.3474,0.4779
54.1509,60.0000,57.3474,0.4779
54.2009,60.0000,57.3474,0.4779
54.2509,60.0000,57.3474,0.4779
54.3004,60.0000,57.3474,0.4779
54.3509,60.0000,57.3474,0.4779
54.4009,60.0000,57.3474,0.4779
54.4511,60.0000,57.3474,0.4779
54.5011,60.0000,57.3474,0.4779
54.5510,60.0000,57.3474,0.4779
54.6009,60.0000,57.3474,0.4779
54.6509,60.0000,57.3474,0.4779
54.7009,60.0000,57.3474,0.4779
54.7511,60.0000,57.3474,0.4779
54.8012,60.0000,57.3474,0.4779
54.8508,60.0000,57.3474,0.4779
54.9005,60.0000,57.3474,0.4779
54.9509,60.0000,57.3474,0.4779
55.0009,60.0000,57.3474,0.4779
55.0508,60.0000,57.3474,0.4779
55.1009,60.0000,57.3474,0.4779
55.1508,60.0000,57.3474,0.4779
55.2009,60.0000,57.3474,0.4779
55.2509,60.0000,57.3474,0.4779
55.3005,60.0000,57.3474,0.4779
55.3505,60.0000,57.3474,0.4779
55.4009,60.0000,57.3474,0.4779
55.4509,60.0000,57.3474,0.4779
55.5009,60.0000,57.3474,0.4779
55.5509,60.0000,57.3474,0.4779
55.6009,60.0000,57.3474,0.4779
55.6509,60.0000,57.3474,0.4779
55.7008,60.0000,57.3474,0.4779
55.7508,60.0000,57.3474,0.4779
55.8009,60.0000,57.3474,0.4779
55.8506,60.0000,57.3474,0.4779
55.9008,60.0000,57.3474,0.4779
55.9508,60.0000,57.3474,0.4779
56.0009,60.0000,57.3474,0.4779
56.0509,60.0000,57.3474,0.4779
56.1009,60.0000,57.3474,0.4779
56.1509,60.0000,57.3474,0.4779
56.2009,60.0000,57.3474,0.4779
56.2504,60.0000,57.3474,0.4779
56.3004,60.0000,57.3474,0.4779
56.3504,60.0000,57.3474,0.4779
56.4004,60.0000,57.3474,0.4779
56.4504,60.0000,57.3474,0.4779
56.5004,60.0000,57.3474,0.4779
56.5504,60.0000,57.3474,0.4779
56.6004,60.0000,57.3474,0.4779
56.6504,60.0000,57.3474,0.4779
56.7004,60.0000,57.3474,0.4779
56.7504,60.0000,57.3474,0.4779
56.8004,60.0000,57.3474,0.4779
56.8504,60.0000,57.3474,0.4779
56.9004,60.0000,57.3474,0.4779
56.9504,60.0000,57.3474,0.4779
57.0005,60.0000,57.3474,0.4779
57.0504,60.0000,57.3474,0.4779
57.1009,60.0000,57.3474,0.4779
57.1509,60.0000,57.3474,0.4779
57.2009,60.0000,57.3474,0.4779
57.2507,60.0000,57.3474,0.4779
57.3004,60.0000,57.3474,0.4779
57.3509,60.0000,57.3474,0.4779
57.4009,60.0000,57.3474,0.4779
57.4506,60.0000,57.3474,0.4779
57.5006,60.0000,57.3474,0.4779
57.5509,60.0000,57.3474,0.4779
57.6009,60.0000,57.3474,0.4779
57.6505,60.0000,57.3474,0.4779
57.7008,60.0000,57.3474,0.4779
57.7504,60.0000,57.3474,0.4779
57.8008,60.0000,57.3474,0.4779
57.8509,60.0000,57.3474,0.4779
57.9009,60.0000,57.3474,0.4779
57.9509,60.0000,57.3474,0.4779
58.0009,60.0000,57.3474,0.4779
58.0505,60.0000,57.3474,0.4779
58.1004,60.0000,57.3474,0.4779
58.1504,60.0000,57.3474,0.4779
58.2005,60.0000,57.3474,0.4779
58.2505,60.0000,57.3474,0.4779
58.3004,60.0000,57.3474,0.4779
58.3504,60.0000,57.3474,0.4779
58.4005,60.0000,57.3474,0.4779
58.4509,60.0000,57.3474,0.4779
58.5009,60.0000,57.3474,0.4779
58.5509,60.0000,57.3474,0.4779
58.6005,60.0000,57.3474,0.4779
58.6509,60.0000,57.3474,0.4779
58.7008,60.0000,57.3474,0.4779
58.7509,60.0000,57.3474,0.4779
58.8009,60.0000,57.3474,0.4779
58.8509,60.0000,57.3474,0.4779
58.9009,60.0000,57.3474,0.4779
58.9509,60.0000,57.3474,0.4779
59.0005,60.0000,57.3474,0.4779
59.0505,60.0000,57.3474,0.4779
59.1005,60.0000,57.3474,0.4779
59.1506,60.0000,57.3474,0.4779
59.2005,60.0000,57.3474,0.4779
59.2505,60.0000,57.3474,0.4779
59.3008,60.0000,57.3474,0.4779
59.3505,60.0000,57.3474,0.4779
59.4005,60.0000,57.3474,0.4779
59.4505,60.0000,57.3474,0.4779
59.5005,60.0000,57.3474,0.4779
59.5505,60.0000,57.3474,0.4779
59.6005,60.0000,57.3474,0.4779
59.6505,60.0000,57.3474,0.4779
59.7005,60.0000,57.3474,0.4779
59.7504,60.0000,57.3474,0.4779
59.8006,60.0000,57.3474,0.4779
59.8505,60.0000,57.3474,0.4779
59.9004,60.0000,57.3474,0.4779
59.9505,60.0000,57.3474,0.4779
60.0009,60.0000,57.3474,0.4779
